Subject	SelectionOrderAtt	ImId	correctVariant(s)	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
1038 CTE	0	1	MasterImage	"3,-1,"	"866.9,868.2,870.5,"	-1
1038 CTE	0	2	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	3	incorrect	"2,-1,"	"866.567,867.633,"	-1
1038 CTE	0	4	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	5	incorrect	"1,-1,"	"871.367,"	-1
1038 CTE	0	6	incorrect	"2,-1,"	"866.1,868.6,"	-1
1038 CTE	1	7	correct	"7,-1,"	"868.8,869.067,870,871.867,876.167,883.333,887.633,"	23.3667
1038 CTE	0	1	MasterImage	"3,-1,"	"891.533,891.733,894.433,"	-1
1038 CTE	0	2	incorrect	"-1,-1,"	-1	-1
1038 CTE	1	3	correct	"4,-1,"	"893.033,893.533,895.433,895.7,"	9.63334
1038 CTE	0	4	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	5	incorrect	"1,-1,"	"898,"	-1
1038 CTE	0	6	incorrect	"1,1,"	"897.533,900.767,"	-1
1038 CTE	0	7	incorrect	"2,-1,"	"890.333,891.233,"	-1
1038 CTE	0	1	MasterImage	"8,-1,-1,"	"901.6,903.4,905.833,906.233,909,910.967,914.033,914.2,"	-1
1038 CTE	0	2	incorrect	"3,-1,-1,"	"906.467,907.133,909.533,"	-1
1038 CTE	0	3	incorrect	"4,-1,-1,"	"902.533,903,911.467,912.2,"	-1
1038 CTE	1	4	incorrect	"7,2,-1,"	"904.033,911.667,912.733,913.1,913.767,914.867,915.1,919,919.2,"	16.7
1038 CTE	0	5	incorrect	"3,-1,-1,"	"908.367,910.067,915.667,"	-1
1038 CTE	0	6	incorrect	"4,-1,-1,"	"901,905.2,915.467,916.033,"	-1
1038 CTE	2	7	correct	"2,4,-1,"	"904.4,904.733,919.767,920.933,921.433,921.633,"	-1
1038 CTE	0	1	MasterImage	"3,-1,"	"925.967,926.3,927.7,"	-1
1038 CTE	0	2	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	3	incorrect	"2,1,"	"926.867,927.133,934.367,"	-1
1038 CTE	1	4	correct	"3,-1,"	"928.367,928.567,929.8,"	8.9
1038 CTE	0	5	incorrect	"1,-1,"	"931.1,"	-1
1038 CTE	0	6	incorrect	"3,-1,"	"925.367,930.767,931.367,"	-1
1038 CTE	0	7	incorrect	"2,-1,"	"924.633,930.333,"	-1
1038 CTE	0	1	MasterImage	"7,2,2,-1,"	"935.233,935.467,936.167,937.967,940.767,941,942.2,952.3,952.467,962.467,962.8,"	-1
1038 CTE	2	2	incorrect	"-1,5,-1,-1,"	"947.167,947.333,949.233,953.433,954.567,"	-1
1038 CTE	1	3	incorrect	"6,-1,3,-1,"	"934.533,936.967,937.567,942.6,943.433,943.867,958.167,958.633,963.7,"	12.0333
1038 CTE	0	4	incorrect	"2,-1,1,-1,"	"938.467,939.167,959.733,"	-1
1038 CTE	3	5	correct	"1,6,3,-1,"	"944.567,949.667,950.133,950.433,951,951.467,955.033,961.8,965.167,966.067,"	-1
1038 CTE	0	6	incorrect	"-1,-1,7,-1,"	"957.4,961.067,964.4,964.567,966.467,966.767,967,"	-1
1038 CTE	0	7	incorrect	"1,-1,1,1,"	"939.867,960.367,969.633,"	-1
1038 CTE	0	1	MasterImage	"3,-1,5,-1,"	"970.8,972.767,974.733,989.667,989.933,990.233,990.4,991.3,"	-1
1038 CTE	3	2	correct	"-1,-1,4,-1,"	"993.6,995.433,996.1,996.367,"	-1
1038 CTE	0	3	incorrect	"4,-1,5,-1,"	"970.133,972.033,972.367,973.6,987.967,991.9,993.2,994.733,994.967,"	-1
1038 CTE	0	4	incorrect	"2,1,1,-1,"	"975.833,976.067,981.4,992.733,"	-1
1038 CTE	2	5	incorrect	"-1,5,1,-1,"	"981.833,982,982.2,983.033,984.433,998.367,"	-1
1038 CTE	0	6	incorrect	"-1,2,2,1,"	"984.967,985.133,988.833,990.667,1000.43,"	-1
1038 CTE	1	7	incorrect	"5,1,2,-1,"	"976.4,977,977.233,978.2,978.667,981,992.133,994.2,"	10.1667
1038 CTE	0	1	MasterImage	"9,-1,"	"1001.63,1002.2,1004.73,1005.7,1008.47,1009.97,1010.83,1011.23,1019.3,"	-1
1038 CTE	0	2	incorrect	"6,-1,"	"1006.67,1015.4,1015.6,1015.83,1018.47,1020.53,"	-1
1038 CTE	1	3	correct	"7,-1,"	"1007.37,1010.43,1011.93,1012.1,1014.87,1021.07,1021.9,"	23.6
1038 CTE	0	4	incorrect	"1,-1,"	"1012.43,"	-1
1038 CTE	0	5	incorrect	"6,-1,"	"1013.93,1016.2,1016.67,1018.17,1022.43,1022.8,"	-1
1038 CTE	0	6	incorrect	"3,1,"	"1000.73,1013.13,1014.57,1025.07,"	-1
1038 CTE	0	7	incorrect	"1,-1,"	"1012.83,"	-1
1038 CTE	0	1	MasterImage	"9,-1,-1,"	"1025.7,1026.33,1026.63,1030.03,1030.33,1030.97,1034.37,1037.97,1038.2,"	-1
1038 CTE	0	2	incorrect	"2,-1,-1,"	"1028.7,1028.9,"	-1
1038 CTE	0	3	incorrect	"6,-1,-1,"	"1025.5,1027.43,1029.3,1029.5,1031.43,1031.63,"	-1
1038 CTE	1	4	incorrect	"3,-1,-1,"	"1032.03,1036.03,1038.93,"	16.0666
1038 CTE	0	5	incorrect	"1,-1,-1,"	"1033.77,"	-1
1038 CTE	0	6	incorrect	"4,-1,1,"	"1033.23,1033.5,1039.47,1039.67,1047.63,"	-1
1038 CTE	2	7	correct	"4,6,-1,"	"1032.47,1032.63,1035.27,1035.47,1042.17,1042.6,1042.77,1043.13,1044.3,1044.8,"	-1
1038 CTE	0	1	MasterImage	"6,-1,2,-1,-1,"	"1048.5,1048.8,1053.17,1053.97,1059.57,1059.73,1075.27,1077.27,"	-1
1038 CTE	1	2	incorrect	"5,-1,3,-1,-1,"	"1057.87,1058.07,1058.87,1061.63,1061.9,1077.83,1080.07,1081.27,"	16.6333
1038 CTE	3	3	incorrect	"4,2,4,-1,-1,"	"1048.27,1050.6,1052.8,1056.83,1065.1,1065.57,1078.17,1078.5,1078.67,1081.47,"	-1
1038 CTE	0	4	incorrect	"-1,-1,4,-1,-1,"	"1073.6,1074.47,1074.67,1076.17,"	-1
1038 CTE	4	5	correct	"3,-1,1,4,-1,"	"1060.83,1062.73,1062.9,1082.13,1084.83,1085.03,1086,1086.5,"	-1
1038 CTE	2	6	incorrect	"1,9,1,3,1,"	"1047.8,1064.9,1066.2,1066.77,1068.37,1068.8,1069.1,1070.1,1070.47,1070.7,1079.53,1084.17,1086.9,1087.6,1089.6,"	-1
1038 CTE	0	7	incorrect	"-1,1,1,1,-1,"	"1070.9,1073.8,1087.27,"	-1
1038 CTE	0	1	MasterImage	"10,8,-1,"	"1090.9,1091.17,1091.67,1092.13,1092.67,1093.37,1093.53,1095.07,1095.6,1097.87,1106.2,1108.07,1108.73,1112.4,1112.83,1113.43,1115.47,1115.67,"	-1
1038 CTE	2	2	correct	"-1,7,-1,"	"1103.5,1103.97,1105.3,1117.3,1117.87,1118.5,1118.77,"	-1
1038 CTE	1	3	incorrect	"9,6,1,"	"1093.97,1094.3,1094.83,1096.17,1096.73,1098.9,1099.07,1100.03,1100.37,1106.83,1107,1107.53,1109.4,1116.43,1116.7,1121.63,"	12.9666
1038 CTE	0	4	incorrect	"-1,3,-1,"	"1110.1,1111.83,1114.17,"	-1
1038 CTE	0	5	incorrect	"1,2,-1,"	"1100.97,1119.33,1119.53,"	-1
1038 CTE	0	6	incorrect	"2,-1,-1,"	"1090.17,1090.43,"	-1
1038 CTE	0	7	incorrect	"-1,-1,-1,"	-1	-1
1038 CTE	0	1	MasterImage	"8,3,-1,-1,"	"1122.57,1124.7,1125.4,1126.2,1126.73,1129.7,1130.07,1130.5,1139.23,1141.83,1142.1,"	-1
1038 CTE	0	2	incorrect	"-1,4,-1,-1,"	"1133.17,1133.6,1133.87,1136.17,"	-1
1038 CTE	1	3	incorrect	"5,2,-1,-1,"	"1121.8,1123.53,1125.57,1127.5,1130.67,1135.07,1139.5,"	10.9333
1038 CTE	0	4	incorrect	"-1,3,-1,-1,"	"1139.9,1143.27,1143.5,"	-1
1038 CTE	0	5	incorrect	"2,-1,-1,-1,"	"1131.13,1131.33,"	-1
1038 CTE	3	6	correct	"-1,-1,4,-1,"	"1147.5,1147.87,1149.83,1150.07,"	-1
1038 CTE	2	7	incorrect	"-1,3,1,-1,"	"1143.97,1145.2,1145.57,1150.27,"	-1
1038 CTE	0	1	MasterImage	"8,-1,"	"1154.03,1154.3,1154.47,1154.77,1156.4,1158.33,1158.87,1166.3,"	-1
1038 CTE	0	2	incorrect	"5,-1,"	"1163.07,1163.27,1164.53,1165,1165.43,"	-1
1038 CTE	1	3	correct	"9,1,"	"1153.43,1153.63,1155.27,1155.83,1157.57,1160.4,1161.53,1165.87,1166.03,1169.07,"	15.0333
1038 CTE	0	4	incorrect	"1,-1,"	"1161.83,"	-1
1038 CTE	0	5	incorrect	"1,-1,"	"1166.83,"	-1
1038 CTE	0	6	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	7	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	1	MasterImage	"4,4,-1,"	"1169.57,1170.43,1171.87,1174.63,1182.7,1184.53,1184.97,1189.1,"	-1
1038 CTE	0	2	incorrect	"-1,1,-1,"	"1179.53,"	-1
1038 CTE	1	3	incorrect	"7,4,-1,"	"1169.37,1170.9,1173.6,1173.8,1174.33,1175.3,1176.23,1180.33,1182.27,1188.37,1188.93,"	9.4
1038 CTE	0	4	incorrect	"-1,5,-1,"	"1180.63,1183.53,1183.7,1188.07,1189.77,"	-1
1038 CTE	0	5	incorrect	"1,1,-1,"	"1176.77,1179.2,"	-1
1038 CTE	0	6	incorrect	"-1,-1,1,"	"1193.6,"	-1
1038 CTE	2	7	correct	"-1,7,-1,"	"1186.1,1187.87,1190.13,1190.63,1190.8,1191.07,1191.3,"	-1
1038 CTE	0	1	MasterImage	"1,3,-1,"	"1194.47,1201.33,1206.5,1206.7,"	-1
1038 CTE	1	2	incorrect	"2,2,-1,"	"1195.43,1196.5,1198.87,1203.03,"	4.5666
1038 CTE	0	3	incorrect	"1,3,-1,"	"1194,1199.37,1200.93,1202.7,"	-1
1038 CTE	2	4	correct	"-1,6,-1,"	"1204.4,1204.57,1205.03,1207.5,1207.67,1207.83,"	-1
1038 CTE	0	5	incorrect	"1,-1,-1,"	"1196.87,"	-1
1038 CTE	0	6	incorrect	"1,2,1,"	"1193.77,1208.3,1208.63,1210.47,"	-1
1038 CTE	0	7	incorrect	"-1,-1,-1,"	-1	-1
1038 CTE	0	1	MasterImage	"8,-1,"	"1211.57,1214.2,1214.43,1218.2,1218.4,1221.73,1222.23,1225.63,"	-1
1038 CTE	0	2	incorrect	"5,-1,"	"1216.4,1216.6,1217.13,1219.43,1221.03,"	-1
1038 CTE	0	3	incorrect	"4,1,"	"1211.23,1213.17,1215.3,1221.53,1231.77,"	-1
1038 CTE	0	4	incorrect	"1,-1,"	"1213.7,"	-1
1038 CTE	1	5	correct	"9,-1,"	"1219.9,1220.07,1222.7,1222.87,1226.47,1226.67,1227,1227.93,1228.23,"	20.0667
1038 CTE	0	6	incorrect	"5,-1,"	"1211,1223.43,1224.33,1229.27,1229.47,"	-1
1038 CTE	0	7	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	1	MasterImage	"12,-1,2,-1,-1,-1,"	"1232.1,1232.7,1232.93,1234.37,1237.37,1244.87,1248.6,1250.6,1251.7,1254.13,1254.37,1254.57,1268.13,1268.4,"	-1
1038 CTE	3	2	correct	"6,-1,6,-1,-1,-1,"	"1234.87,1236.63,1236.83,1238.87,1239.17,1244.33,1266.23,1269.03,1269.53,1271.3,1271.8,1272.7,"	-1
1038 CTE	2	3	incorrect	"9,2,3,-1,-1,-1,"	"1239.73,1239.9,1245.47,1245.67,1246.17,1248.33,1255.13,1255.93,1256.4,1261.53,1261.73,1267.2,1267.43,1268.73,"	-1
1038 CTE	1	4	incorrect	"8,-1,-1,-1,-1,-1,"	"1240.33,1246.93,1247.73,1248.13,1255.57,1256.67,1257.03,1257.77,"	28.7333
1038 CTE	0	5	incorrect	"3,2,5,-1,1,-1,"	"1242.17,1242.33,1243.47,1262.23,1262.47,1271.07,1272.27,1272.43,1273.5,1274.37,1277.33,"	-1
1038 CTE	0	6	incorrect	"11,-1,1,-1,-1,-1,"	"1241.6,1249.2,1250.23,1252.53,1252.73,1253.03,1253.63,1254.8,1258.8,1259,1259.17,1270.77,"	-1
1038 CTE	0	7	incorrect	"3,-1,2,-1,-1,-1,"	"1240.77,1248.93,1258.57,1270.1,1270.4,"	-1
1038 CTE	0	1	MasterImage	"13,-1,"	"1279.93,1280.6,1282.43,1283.47,1285.1,1285.43,1285.87,1288.53,1288.93,1294.5,1294.77,1297.53,1297.77,"	-1
1038 CTE	0	2	incorrect	"2,-1,"	"1281.8,1291.67,"	-1
1038 CTE	0	3	incorrect	"8,-1,"	"1279.33,1279.7,1281.1,1283.67,1286.4,1287.9,1288.07,1289.77,"	-1
1038 CTE	0	4	incorrect	"4,-1,"	"1283.9,1286.93,1287.13,1287.43,"	-1
1038 CTE	0	5	incorrect	"1,-1,"	"1292.47,"	-1
1038 CTE	1	6	correct	"10,-1,"	"1284.93,1293.33,1295.5,1295.93,1296.1,1296.57,1296.93,1298.57,1299,1299.6,"	22.5334
1038 CTE	0	7	incorrect	"4,1,"	"1284.23,1284.4,1284.57,1299.97,1302.53,"	-1
1038 CTE	0	1	MasterImage	"3,4,2,-1,-1,-1,"	"1303.5,1303.67,1304.9,1313.93,1314.1,1316.4,1319.3,1333.33,1334.2,"	-1
1038 CTE	0	2	incorrect	"-1,5,-1,-1,2,-1,"	"1312.33,1315.03,1315.27,1317.83,1320.2,1347.43,1347.77,"	-1
1038 CTE	1	3	incorrect	"2,1,-1,-1,1,-1,"	"1305.13,1306.3,1312,1346.87,"	6.1667
1038 CTE	4	4	incorrect	"-1,5,-1,4,-1,-1,"	"1309.67,1310,1310.43,1310.63,1311.67,1340.47,1340.97,1341.6,1343.07,"	-1
1038 CTE	3	5	incorrect	"1,-1,6,-1,1,-1,"	"1307.17,1328.1,1329.7,1329.9,1332.7,1334.8,1335.17,1348.87,"	-1
1038 CTE	2	6	incorrect	"-1,3,9,1,1,2,"	"1321.8,1323.27,1323.67,1331,1332.4,1333.63,1333.97,1335.5,1336,1336.37,1336.73,1337.77,1343.63,1349.5,1354.67,1354.87,"	-1
1038 CTE	5	7	correct	"1,2,5,1,7,-1,"	"1302.9,1324.53,1324.7,1327.07,1327.27,1327.43,1335.7,1337.57,1340.63,1350.07,1350.4,1350.6,1350.93,1351.23,1352.97,1353.13,"	-1
1038 CTE	0	1	MasterImage	"6,-1,"	"1355.7,1356.6,1357.6,1359.77,1362.77,1365.23,"	-1
1038 CTE	0	2	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	3	incorrect	"-1,1,"	"1369.27,"	-1
1038 CTE	1	4	correct	"9,-1,"	"1358.7,1358.97,1359.17,1361.17,1361.4,1362,1362.5,1363.53,1366.37,"	13.5333
1038 CTE	0	5	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	6	incorrect	"3,-1,"	"1355.1,1366.87,1367.17,"	-1
1038 CTE	0	7	incorrect	"-1,-1,"	-1	-1
1038 CTE	0	1	MasterImage	"7,-1,-1,-1,-1,"	"1370.3,1370.47,1370.87,1371.97,1372.6,1378.27,1381.53,"	-1
1038 CTE	2	2	correct	"4,-1,-1,2,-1,"	"1375.83,1379.73,1382.9,1383.07,1403.2,1403.4,"	-1
1038 CTE	1	3	incorrect	"6,-1,-1,2,-1,"	"1369.7,1374.13,1385.2,1385.47,1391.83,1393.7,1400.73,1402.9,"	26.6
1038 CTE	0	4	incorrect	"4,-1,-1,-1,-1,"	"1384.43,1384.6,1386.27,1386.43,"	-1
1038 CTE	0	5	incorrect	"2,-1,-1,1,-1,"	"1394.4,1394.6,1404.23,"	-1
1038 CTE	0	6	incorrect	"1,-1,-1,-1,-1,"	"1394.2,"	-1
1038 CTE	0	7	incorrect	"1,-1,-1,-1,-1,"	"1393.23,"	-1
1038 CTE	0	1	MasterImage	"6,2,-1,"	"1407.23,1413.33,1413.63,1415.63,1415.8,1419.97,1427.7,1432.5,"	-1
1038 CTE	0	2	incorrect	"1,2,-1,"	"1412.37,1423.7,1425.9,"	-1
1038 CTE	0	3	incorrect	"4,1,-1,"	"1406.8,1408.23,1411.93,1418.87,1433.63,"	-1
1038 CTE	1	4	incorrect	"6,-1,-1,"	"1409.6,1414.87,1415.03,1419.33,1420.57,1420.87,"	16.3667
1038 CTE	0	5	incorrect	"-1,1,-1,"	"1426.07,"	-1
1038 CTE	2	6	correct	"2,4,-1,"	"1421.23,1421.5,1427.3,1428.43,1434.63,1436.03,"	-1
1038 CTE	0	7	incorrect	"-1,3,-1,"	"1429.4,1435.87,1436.23,"	-1
1039 CTE	0	1	MasterImage	"7,-1,"	"1488.6,1491.4,1493.03,1493.43,1495.03,1495.4,1497.23,"	-1
1039 CTE	0	2	incorrect	"1,-1,"	"1495.63,"	-1
1039 CTE	0	3	incorrect	"3,-1,"	"1487.77,1488.37,1494.4,"	-1
1039 CTE	0	4	incorrect	"1,-1,"	"1498.8,"	-1
1039 CTE	0	5	incorrect	"-1,-1,"	-1	-1
1039 CTE	0	6	incorrect	"3,-1,"	"1490.83,1491.07,1496.07,"	-1
1039 CTE	1	7	correct	"4,-1,"	"1494.63,1496.53,1496.9,1499.27,"	13.0666
1039 CTE	0	1	MasterImage	"8,-1,"	"1502.37,1503.93,1505.33,1508.33,1513.73,1513.9,1519.87,1520.9,"	-1
1039 CTE	0	2	incorrect	"1,-1,"	"1505.83,"	-1
1039 CTE	1	3	correct	"8,1,"	"1510.63,1511.83,1514.97,1515.47,1518.17,1519.07,1520.37,1521.5,1524.67,"	22.1334
1039 CTE	0	4	incorrect	"7,-1,"	"1503.33,1504.7,1510.2,1513.3,1514.5,1514.7,1517.23,"	-1
1039 CTE	0	5	incorrect	"2,-1,"	"1512.5,1521.97,"	-1
1039 CTE	0	6	incorrect	"2,-1,"	"1512.03,1520.2,"	-1
1039 CTE	0	7	incorrect	"1,-1,"	"1512.93,"	-1
1039 CTE	0	1	MasterImage	"16,9,-1,"	"1525.63,1526.27,1526.93,1527.43,1529.7,1531.1,1532.83,1533.1,1535.43,1535.77,1536.83,1537.6,1540.53,1540.73,1542.2,1545.83,1550.93,1551.27,1551.63,1553.4,1555.73,1557.63,1559,1561.53,1561.73,"	-1
1039 CTE	0	2	incorrect	"3,1,-1,"	"1530.37,1534.6,1536.33,1554.73,"	-1
1039 CTE	1	3	incorrect	"14,5,-1,"	"1524.97,1529.27,1538.3,1539,1539.2,1540.97,1541.67,1543.17,1543.73,1544.07,1546.8,1547.37,1547.53,1547.73,1550.27,1550.73,1558.7,1560.33,1562.03,"	24.6333
1039 CTE	0	4	incorrect	"4,-1,-1,"	"1533.37,1545.07,1545.3,1546.43,"	-1
1039 CTE	0	5	incorrect	"3,3,1,"	"1532,1538.73,1548.07,1554.37,1556.27,1556.43,1567.87,"	-1
1039 CTE	0	6	incorrect	"2,4,-1,"	"1532.6,1539.77,1553.9,1554.1,1558.13,1561.23,"	-1
1039 CTE	2	7	correct	"2,10,-1,"	"1534,1537.07,1552.27,1552.73,1557.03,1562.5,1563,1563.17,1565.13,1565.33,1565.63,1566.1,"	-1
1039 CTE	0	1	MasterImage	"12,-1,"	"1569.23,1575.03,1576.73,1576.93,1578.33,1580.4,1581.83,1583.03,1587.43,1589.17,1591.57,1592.57,"	-1
1039 CTE	0	2	incorrect	"2,-1,"	"1586.87,1587.2,"	-1
1039 CTE	0	3	incorrect	"4,-1,"	"1568.83,1580.9,1585.8,1586.43,"	-1
1039 CTE	1	4	correct	"10,1,"	"1585.3,1586,1590.6,1590.8,1591.2,1592.1,1593.2,1593.47,1594.33,1594.5,1597.67,"	28.6667
1039 CTE	0	5	incorrect	"8,-1,"	"1579.73,1582.6,1583.9,1584.07,1588.17,1588.33,1588.7,1590.03,"	-1
1039 CTE	0	6	incorrect	"8,-1,"	"1575.7,1575.93,1577.5,1579.07,1579.27,1581.13,1581.57,1595,"	-1
1039 CTE	0	7	incorrect	"2,-1,"	"1568.33,1584.93,"	-1
1039 CTE	0	1	MasterImage	"19,-1,"	"1598.3,1598.5,1600.77,1602.23,1603.73,1604.8,1607.47,1608,1610.93,1615.17,1615.33,1615.8,1616.77,1617.1,1617.37,1619.93,1620.2,1621.5,1621.73,"	-1
1039 CTE	0	2	incorrect	"4,-1,"	"1605.97,1606.2,1606.53,1611.9,"	-1
1039 CTE	0	3	incorrect	"9,-1,"	"1600.27,1600.6,1601.6,1603.1,1604.07,1605.77,1608.5,1612.77,1613.87,"	-1
1039 CTE	0	4	incorrect	"2,-1,"	"1609.8,1610,"	-1
1039 CTE	1	5	correct	"8,-1,"	"1608.9,1614.5,1616.03,1616.2,1617.67,1618.13,1618.7,1620.63,"	28.3667
1039 CTE	0	6	incorrect	"5,-1,"	"1598,1619.47,1622.17,1622.4,1623.27,"	-1
1039 CTE	0	7	incorrect	"2,-1,"	"1610.4,1622.9,"	-1
1039 CTE	0	1	MasterImage	"24,7,7,-1,"	"1627.7,1627.93,1628.6,1629.6,1631.43,1631.63,1631.97,1633.97,1635.53,1638.93,1639.1,1643.57,1644.9,1645.97,1646.87,1647.07,1649.07,1650.13,1650.6,1651.73,1652.83,1653.13,1655.2,1657.8,1669.53,1677.27,1678.4,1680.97,1686.73,1691.03,1693.27,1699.7,1700.4,1702.87,1704.7,1704.97,1706.3,1707.27,"	-1
1039 CTE	3	2	correct	"18,-1,15,-1,"	"1630.37,1630.8,1632.6,1636.7,1636.87,1637.3,1637.47,1638.43,1640,1640.17,1641.93,1659.13,1659.3,1661.2,1661.77,1662.1,1662.33,1666.03,1698.73,1699.23,1700.73,1701.1,1701.27,1701.67,1702.13,1702.3,1702.5,1703.83,1704.3,1705.43,1707.7,1708.53,1708.87,"	-1
1039 CTE	2	3	incorrect	"12,18,2,-1,"	"1629.97,1633.6,1634.77,1636.43,1637.83,1642.87,1649.83,1650.9,1652.2,1653.43,1656.03,1656.23,1669.3,1672.3,1672.73,1675.87,1676.33,1676.9,1677.1,1678,1678.17,1681.93,1683,1683.2,1687.37,1688.03,1688.23,1691.67,1691.93,1692.67,1697.97,1699.47,"	-1
1039 CTE	0	4	incorrect	"8,5,-1,-1,"	"1643.2,1645.4,1645.6,1646.2,1646.47,1647.3,1647.8,1648,1688.67,1688.9,1689.17,1689.87,1690.43,"	-1
1039 CTE	1	5	incorrect	"13,5,2,-1,"	"1640.83,1654.4,1654.87,1657.4,1659.47,1660.13,1660.33,1660.8,1663.97,1664.4,1664.93,1665.47,1665.7,1679.27,1679.73,1680.03,1680.33,1693.67,1709.17,1709.43,"	41.2666
1039 CTE	0	6	incorrect	"9,8,2,-1,"	"1627.37,1642.23,1642.53,1648.27,1649.57,1663.53,1663.73,1666.3,1666.47,1681.67,1684.2,1684.53,1685.17,1686.03,1687.8,1692.3,1693.5,1697.6,1698.4,"	-1
1039 CTE	0	7	incorrect	"3,-1,-1,-1,"	"1643.97,1644.4,1644.6,"	-1
1039 CTE	0	1	MasterImage	"4,-1,"	"1722.13,1724.67,1724.87,1726.93,"	-1
1039 CTE	0	2	incorrect	"-1,-1,"	-1	-1
1039 CTE	1	3	correct	"2,-1,"	"1719.3,1726.67,"	19.6334
1039 CTE	0	4	incorrect	"1,-1,"	"1715.27,"	-1
1039 CTE	0	5	incorrect	"4,-1,"	"1711.87,1728.03,1728.77,1729.9,"	-1
1039 CTE	0	6	incorrect	"-1,-1,"	-1	-1
1039 CTE	0	7	incorrect	"-1,-1,"	-1	-1
1039 CTE	0	1	MasterImage	"10,-1,"	"1732.57,1733.07,1734.57,1741,1741.23,1741.4,1749.07,1751.63,1752.63,1752.87,"	-1
1039 CTE	0	2	incorrect	"3,-1,"	"1734.1,1734.33,1738.1,"	-1
1039 CTE	0	3	incorrect	"4,-1,"	"1740.83,1742.13,1744.47,1744.63,"	-1
1039 CTE	0	4	incorrect	"4,-1,"	"1743.97,1745.73,1746.07,1753.4,"	-1
1039 CTE	0	5	incorrect	"1,-1,"	"1740.27,"	-1
1039 CTE	0	6	incorrect	"2,-1,"	"1741.8,1742.63,"	-1
1039 CTE	1	7	correct	"7,-1,"	"1743.13,1743.7,1746.27,1746.6,1749.67,1753.1,1753.8,"	23.9666
1039 CTE	0	1	MasterImage	"18,-1,"	"1757.5,1757.97,1761.2,1761.4,1763.7,1765.33,1765.53,1767.57,1767.73,1768.87,1769.6,1771.03,1773.7,1775.03,1775.2,1775.5,1780.2,1784.83,"	-1
1039 CTE	0	2	incorrect	"13,-1,"	"1761.63,1762.67,1762.87,1763.07,1763.3,1764.23,1764.43,1764.6,1765,1765.83,1777.87,1784.4,1787.13,"	-1
1039 CTE	0	3	incorrect	"8,-1,"	"1766.97,1770.8,1773.47,1774.37,1774.53,1774.73,1781.77,1782,"	-1
1039 CTE	0	4	incorrect	"4,-1,"	"1771.53,1773.1,1773.27,1783.13,"	-1
1039 CTE	1	5	correct	"11,-1,"	"1766.2,1767.2,1768.13,1772.37,1772.8,1776.5,1777.63,1779.4,1779.73,1781,1784.17,"	32.8334
1039 CTE	0	6	incorrect	"5,-1,"	"1770.13,1770.37,1782.5,1788.57,1788.8,"	-1
1039 CTE	0	7	incorrect	"3,-1,"	"1772.03,1782.93,1783.6,"	-1
1039 CTE	0	1	MasterImage	"11,7,-1,-1,"	"1791.37,1794.43,1796.23,1798.8,1816.07,1817.63,1817.83,1818.23,1819.23,1819.47,1819.67,1828.63,1829.03,1829.23,1829.43,1829.7,1829.93,1832.73,"	-1
1039 CTE	3	2	correct	"3,-1,-1,-1,"	"1803.7,1804.23,1810.23,"	-1
1039 CTE	2	3	incorrect	"14,6,-1,-1,"	"1793.67,1794,1794.2,1795.53,1797.6,1799.23,1800.33,1800.5,1801.5,1801.67,1803.27,1810.53,1814.13,1819.87,1826.33,1828.03,1828.47,1830.17,1830.43,1830.97,"	-1
1039 CTE	0	4	incorrect	"1,-1,-1,-1,"	"1805.83,"	-1
1039 CTE	0	5	incorrect	"3,2,2,-1,"	"1806.83,1807.47,1807.83,1833.37,1833.53,1835.53,1846.17,"	-1
1039 CTE	1	6	incorrect	"1,2,-1,-1,"	"1804.9,1831.2,1832.17,"	31.5333
1039 CTE	0	7	incorrect	"3,2,-1,-1,"	"1805.57,1820.57,1821.23,1823.4,1823.63,"	-1
1039 CTE	0	1	MasterImage	"-1,8,5,-1,"	"1873.97,1874.67,1875.83,1877.43,1877.63,1880.63,1883.23,1885.33,1908.67,1912.37,1915.57,1916.27,1916.7,"	-1
1039 CTE	0	2	incorrect	"-1,4,-1,-1,"	"1871.53,1872,1889.27,1889.47,"	-1
1039 CTE	1	3	incorrect	"-1,12,5,-1,"	"1870.3,1871.23,1873.27,1874.47,1879.4,1880.37,1881.27,1881.67,1884,1884.23,1884.87,1897.87,1907.63,1914.43,1919.27,1920.97,1923.63,"	19.4666
1039 CTE	0	4	incorrect	"-1,3,2,-1,"	"1885.67,1895.67,1897.03,1909.5,1909.7,"	-1
1039 CTE	0	5	incorrect	"1,4,-1,-1,"	"1866.6,1884.5,1887.27,1887.67,1889.03,"	-1
1039 CTE	3	6	correct	"-1,1,4,-1,"	"1886.83,1908.07,1908.27,1910.57,1911.5,"	-1
1039 CTE	2	7	incorrect	"-1,2,9,-1,"	"1885.9,1904.57,1907.03,1909.07,1909.27,1910.13,1910.33,1915.97,1924.83,1925.03,1925.33,"	-1
