SelectionOrderAtt	ImId	correctVariant(s)	Slide_Num	Subject	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
0	5	incorrect	11	1002-3 CTE	"7,-1,-1,"	"1613.3,1614.17,1615.77,1617.03,1618.53,1629.3,1631.67,"	-1
2	6	correct	11	1002-3 CTE	"-1,-1,-1,"	-1	-1
1	7	incorrect	11	1002-3 CTE	"5,1,-1,"	"1620.77,1625.4,1630.3,1632.2,1633.63,1646.67,"	29.1333
0	1	MasterImage	12	1002-3 CTE	"14,-1,"	"1652.47,1653.13,1654.1,1655,1655.2,1656.5,1657.6,1659.23,1661.03,1662.27,1662.7,1664.33,1665.03,1666.83,"	-1
0	2	incorrect	12	1002-3 CTE	"3,-1,"	"1665.33,1665.7,1665.93,"	-1
1	3	correct	12	1002-3 CTE	"17,1,"	"1653.87,1654.3,1654.63,1655.77,1656.1,1657.13,1658.33,1659.97,1660.57,1661.37,1661.9,1664.6,1666.2,1666.4,1667.4,1668,1668.17,1674.83,"	21.5333
0	4	incorrect	12	1002-3 CTE	"4,-1,"	"1653.67,1663.07,1663.3,1663.93,"	-1
0	5	incorrect	12	1002-3 CTE	"1,-1,"	"1668.73,"	-1
0	6	incorrect	12	1002-3 CTE	"-1,-1,"	-1	-1
0	7	incorrect	12	1002-3 CTE	"-1,-1,"	-1	-1
0	1	MasterImage	13	1002-3 CTE	"13,-1,"	"1675.57,1676.7,1676.97,1678.43,1679.6,1682.17,1683.7,1683.9,1684.07,1685.97,1686.47,1687.47,1687.67,"	-1
0	2	incorrect	13	1002-3 CTE	"3,-1,"	"1677.4,1677.6,1679.03,"	-1
0	3	incorrect	13	1002-3 CTE	"5,-1,"	"1675.03,1676.27,1680.13,1685.13,1685.37,"	-1
0	4	incorrect	13	1002-3 CTE	"4,-1,"	"1682.7,1684.7,1685.67,1688.27,"	-1
0	5	incorrect	13	1002-3 CTE	"-1,-1,"	-1	-1
0	6	incorrect	13	1002-3 CTE	"1,-1,"	"1681.9,"	-1
1	7	correct	13	1002-3 CTE	"3,-1,"	"1682.93,1686.83,1688.53,"	17.2334
0	1	MasterImage	14	1002-3 CTE	"16,-1,"	"1693.4,1693.67,1693.83,1694.7,1695.73,1698.7,1702.37,1704.87,1707.93,1708.13,1709.7,1709.93,1712.23,1712.43,1717.2,1718.73,"	-1
0	2	incorrect	14	1002-3 CTE	"9,-1,"	"1697.3,1697.5,1698.03,1706.43,1706.6,1708.93,1709.1,1711.07,1711.33,"	-1
0	3	incorrect	14	1002-3 CTE	"7,-1,"	"1694.9,1696.57,1699.77,1700.03,1704.3,1705.73,1714.17,"	-1
1	4	correct	14	1002-3 CTE	"7,-1,"	"1700.53,1701.3,1715.13,1715.47,1716.83,1717.9,1719.17,"	43.3333
0	5	incorrect	14	1002-3 CTE	"2,-1,"	"1698.27,1713.2,"	-1
0	6	incorrect	14	1002-3 CTE	"13,-1,"	"1703.73,1719.8,1722.77,1723.67,1725,1729.47,1730.4,1731.6,1732.5,1732.87,1733.6,1734.37,1736.47,"	-1
0	7	incorrect	14	1002-3 CTE	"4,-1,"	"1701.5,1701.8,1702.97,1703.27,"	-1
0	1	MasterImage	15	1002-3 CTE	"19,5,7,-1,-1,"	"1738.33,1741.2,1741.53,1742.33,1742.53,1743.9,1745.77,1747.53,1748.67,1750.9,1751.07,1751.23,1752.27,1754.63,1755.9,1756.07,1761.93,1765.17,1767.4,1773.6,1773.8,1775.63,1777.03,1778.63,1786.13,1786.7,1788.27,1790.23,1790.47,1792.9,1794.97,"	-1
1	2	incorrect	15	1002-3 CTE	"16,5,1,-1,-1,"	"1740.4,1740.57,1741.83,1742.03,1742.9,1743.33,1744.67,1758.47,1758.63,1764.57,1765.77,1765.97,1766.2,1766.43,1766.8,1767.83,1772.17,1773.03,1774.27,1774.8,1775.33,1796.6,"	33.0667
2	3	incorrect	15	1002-3 CTE	"11,4,3,1,-1,"	"1743.73,1746.4,1747.23,1748.2,1751.87,1752.7,1754.9,1755.6,1759.07,1760.87,1763.5,1771.8,1778.03,1779.1,1779.43,1783.67,1784.1,1795.83,1817.5,"	-1
3	4	incorrect	15	1002-3 CTE	"3,-1,12,-1,-1,"	"1749.33,1759.3,1759.5,1784.37,1784.67,1785.27,1786.97,1787.4,1787.7,1788.9,1791.13,1791.43,1795.47,1796.9,1797.17,"	-1
4	5	correct	15	1002-3 CTE	"6,7,1,3,-1,"	"1745,1745.17,1757.33,1763.83,1764,1768.6,1772.37,1772.63,1772.87,1774.43,1776.2,1776.37,1779.97,1796.2,1807.37,1808.17,1808.37,"	-1
0	6	incorrect	15	1002-3 CTE	"13,-1,11,8,-1,"	"1738.1,1753.13,1753.47,1754.17,1754.4,1755.13,1756.43,1756.67,1760.2,1761.57,1762.8,1762.97,1763.13,1789.2,1789.8,1792.6,1793.5,1793.67,1793.93,1794.1,1797.47,1797.7,1798.03,1804.43,1807.1,1809.07,1809.97,1811.2,1813.7,1813.9,1817.9,1821.87,"	-1
0	7	incorrect	15	1002-3 CTE	"4,-1,1,-1,-1,"	"1749.7,1750.2,1750.57,1759.9,1791.77,"	-1
0	1	MasterImage	16	1002-3 CTE	"6,-1,"	"1823.43,1825.3,1825.47,1829.63,1830.73,1834.2,"	-1
1	2	correct	16	1002-3 CTE	"9,-1,"	"1824.5,1824.83,1826.3,1826.53,1829.2,1831.17,1836.1,1836.63,1836.9,"	17.4334
0	3	incorrect	16	1002-3 CTE	"4,-1,"	"1823.13,1826.77,1830,1832.73,"	-1
0	4	incorrect	16	1002-3 CTE	"6,-1,"	"1827.73,1832.2,1832.43,1833.47,1833.63,1834.97,"	-1
0	5	incorrect	16	1002-3 CTE	"3,-1,"	"1828.63,1831.53,1837.3,"	-1
0	6	incorrect	16	1002-3 CTE	"2,-1,"	"1827.2,1835.57,"	-1
0	7	incorrect	16	1002-3 CTE	"-1,-1,"	-1	-1
0	1	MasterImage	17	1002-3 CTE	"15,3,-1,"	"1841.63,1842,1842.8,1844.17,1844.67,1844.97,1847.87,1851.8,1852.17,1853.03,1853.47,1854.43,1855.5,1855.9,1858.2,1874.47,1876.1,1877.83,"	-1
1	2	incorrect	17	1002-3 CTE	"9,2,-1,"	"1846.47,1847.3,1856.33,1856.87,1857.03,1857.53,1858.53,1858.7,1858.93,1872.9,1875.43,"	30.6666
0	3	incorrect	17	1002-3 CTE	"4,4,1,"	"1845.73,1848.43,1848.6,1853.77,1873.83,1875.13,1876.9,1877.2,1882.77,"	-1
0	4	incorrect	17	1002-3 CTE	"3,-1,-1,"	"1845.23,1845.47,1849.7,"	-1
0	5	incorrect	17	1002-3 CTE	"8,-1,-1,"	"1846.73,1847.03,1854.97,1863.1,1864.63,1869.97,1870.77,1871.27,"	-1
2	6	correct	17	1002-3 CTE	"3,-1,-1,"	"1846.07,1848.93,1851.17,"	-1
0	7	incorrect	17	1002-3 CTE	"5,2,-1,"	"1849.93,1850.17,1850.9,1852.47,1852.77,1879.03,1881.33,"	-1
0	1	MasterImage	18	1002-3 CTE	"13,3,15,7,-1,"	"1883.43,1884,1886,1887.3,1889.63,1892.77,1894.67,1896.37,1898.13,1900.03,1900.2,1902,1904.33,1913.77,1915.43,1917.13,1927.67,1929.27,1935.2,1937.9,1941.13,1941.3,1943.77,1944.2,1945.33,1946.23,1947.4,1951.07,1952.5,1954.63,1955.97,1976.07,1977.4,1977.57,1979.43,1981.17,1981.33,1982.87,"	-1
0	2	incorrect	18	1002-3 CTE	"13,-1,14,3,-1,"	"1884.8,1885.3,1885.57,1891.1,1891.3,1891.7,1893.5,1893.8,1894.27,1895.27,1896.07,1897,1903.67,1931.13,1931.43,1933.3,1934.43,1934.87,1939.67,1940.43,1941.67,1942.07,1942.9,1944.7,1944.97,1945.9,1946.73,1975.83,1981.67,1981.97,"	-1
1	3	incorrect	18	1002-3 CTE	"7,3,11,1,-1,"	"1882.93,1884.37,1890.27,1890.63,1897.3,1902.43,1904,1912.4,1914.47,1918,1926.33,1930.43,1932.7,1935.93,1936.27,1936.97,1937.5,1938.23,1938.5,1947.67,1948.03,1976.67,"	28.6667
3	4	incorrect	18	1002-3 CTE	"3,-1,13,7,-1,"	"1887.7,1887.93,1898.43,1931.73,1948.6,1949.1,1949.7,1949.97,1950.37,1951.73,1951.93,1952.13,1953.2,1955.5,1955.67,1956.37,1974.23,1974.87,1976.33,1978.17,1978.33,1982.6,1983.43,"	-1
0	5	incorrect	18	1002-3 CTE	"7,-1,1,-1,-1,"	"1885.73,1906.33,1906.83,1908.03,1909.7,1909.87,1911.43,1939.9,"	-1
2	6	incorrect	18	1002-3 CTE	"-1,4,9,-1,-1,"	"1912.93,1914.7,1916.53,1917.8,1927.23,1928.47,1930.13,1935.73,1956.83,1959.77,1962.2,1964.63,1972.27,"	-1
4	7	correct	18	1002-3 CTE	"4,2,3,3,-1,"	"1888.77,1899.13,1899.5,1901.1,1920,1921.77,1932.07,1953.4,1953.57,1978.9,1980.17,1983.9,"	-1
0	1	MasterImage	19	1002-3 CTE	"6,10,-1,"	"1988.23,1991.33,1993.77,1995.9,1997.57,1997.73,2008.37,2010.2,2012.1,2012.3,2014.2,2014.37,2015.63,2018.07,2020.37,2022.73,"	-1
0	2	incorrect	19	1002-3 CTE	"1,8,-1,"	"1991.87,2012.6,2017.43,2019.27,2019.43,2019.93,2021.17,2021.37,2022.53,"	-1
0	3	incorrect	19	1002-3 CTE	"7,6,-1,"	"1988,1990.7,2001.33,2001.57,2002.37,2003.23,2003.4,2010.83,2012.97,2016.87,2018.6,2018.9,2021.97,"	-1
2	4	correct	19	1002-3 CTE	"4,7,-1,"	"1994.47,1996.87,1999.73,1999.9,2008,2009.03,2013.23,2016.3,2023.1,2023.3,2024.83,"	-1
0	5	incorrect	19	1002-3 CTE	"1,1,-1,"	"1992.37,2011.4,"	-1
0	6	incorrect	19	1002-3 CTE	"1,11,-1,"	"1992.63,2013.57,2014.93,2025.5,2026.23,2026.77,2027.4,2028.73,2032.07,2032.7,2037.53,2045.63,"	-1
1	7	incorrect	19	1002-3 CTE	"8,1,-1,"	"1993.17,1994.67,1995.37,1997.07,1998.33,1999.13,2004.37,2004.8,2009.4,"	19.4333
0	1	MasterImage	20	1002-3 CTE	"11,-1,"	"2047.73,2051,2053.1,2057.1,2057.7,2060.03,2060.47,2062.1,2062.3,2064.13,2064.3,"	-1
1	2	correct	20	1002-3 CTE	"5,-1,"	"2058.9,2061.53,2062.97,2065.3,2065.9,"	29.2
0	3	incorrect	20	1002-3 CTE	"2,-1,"	"2053.73,2057.33,"	-1
0	4	incorrect	20	1002-3 CTE	"2,-1,"	"2050.17,2052.1,"	-1
0	5	incorrect	20	1002-3 CTE	"7,-1,"	"2055.8,2069.1,2071.2,2073.2,2074.43,2075.27,2075.9,"	-1
0	6	incorrect	20	1002-3 CTE	"5,-1,"	"2046.93,2047.33,2055.3,2056.1,2061,"	-1
0	7	incorrect	20	1002-3 CTE	"-1,-1,"	-1	-1
0	1	MasterImage	21	1002-3 CTE	"7,-1,"	"2078,2079.73,2082.47,2082.7,2083.03,2084.03,2086.73,"	-1
0	2	incorrect	21	1002-3 CTE	"-1,-1,"	-1	-1
0	3	incorrect	21	1002-3 CTE	"7,1,"	"2077.17,2077.73,2083.37,2084.87,2086.1,2087.17,2087.9,2095.67,"	-1
0	4	incorrect	21	1002-3 CTE	"2,-1,"	"2080.5,2080.83,"	-1
0	5	incorrect	21	1002-3 CTE	"-1,-1,"	-1	-1
1	6	correct	21	1002-3 CTE	"1,-1,"	"2082,"	17.8333
0	7	incorrect	21	1002-3 CTE	"2,-1,"	"2090.17,2090.4,"	-1
0	1	MasterImage	1	1003-2 CTE FU	"9,-1,"	"861.167,861.467,861.7,862.067,862.467,862.7,863.3,864.5,865.167,"	-1
0	2	incorrect	1	1003-2 CTE FU	"1,-1,"	"864.2,"	-1
0	3	incorrect	1	1003-2 CTE FU	"2,-1,"	"863.633,863.867,"	-1
0	4	incorrect	1	1003-2 CTE FU	"-1,-1,"	-1	-1
0	5	incorrect	1	1003-2 CTE FU	"-1,-1,"	-1	-1
0	6	incorrect	1	1003-2 CTE FU	"1,-1,"	"867.9,"	-1
1	7	correct	1	1003-2 CTE FU	"6,-1,"	"865.6,866.033,866.333,866.667,867,868.567,"	8.63334
0	1	MasterImage	2	1003-2 CTE FU	"-1,-1,4,-1,"	"875.833,879.933,880.433,881.733,"	-1
0	2	incorrect	2	1003-2 CTE FU	"-1,-1,1,-1,"	"882.633,"	-1
2	3	correct	2	1003-2 CTE FU	"-1,-1,5,-1,"	"878.533,881.033,883.133,883.367,884.933,"	-1
0	4	incorrect	2	1003-2 CTE FU	"-1,-1,1,-1,"	"885.233,"	-1
0	5	incorrect	2	1003-2 CTE FU	"-1,-1,4,-1,"	"883.767,884,885.9,886.1,"	-1
0	6	incorrect	2	1003-2 CTE FU	"-1,-1,2,-1,"	"883.533,884.5,"	-1
1	7	incorrect	2	1003-2 CTE FU	"3,-1,2,-1,"	"870.767,871.4,871.733,875.367,885.533,"	1.9
0	1	MasterImage	3	1003-2 CTE FU	"6,-1,1,-1,"	"889.167,891.367,891.767,893.2,894.633,898.367,918.3,"	-1
0	2	incorrect	3	1003-2 CTE FU	"2,-1,-1,-1,"	"893.7,893.867,"	-1
0	3	incorrect	3	1003-2 CTE FU	"4,1,1,-1,"	"889,890.633,892.333,897.867,910.967,917.567,"	-1
0	4	incorrect	3	1003-2 CTE FU	"1,-1,-1,-1,"	"897.267,"	-1
1	5	incorrect	3	1003-2 CTE FU	"6,2,-1,-1,"	"888.3,895.533,898.7,898.867,899.067,900.167,905.6,908.333,"	14.9
2	6	incorrect	3	1003-2 CTE FU	"2,4,1,-1,"	"896.3,901.2,904.6,909.033,911.933,912.367,915.767,"	-1
3	7	correct	3	1003-2 CTE FU	"1,1,5,-1,"	"896.8,912.833,915.967,916.467,919.2,919.9,920.1,"	-1
0	1	MasterImage	4	1003-2 CTE FU	"9,-1,"	"923.633,926.8,926.967,931.333,933.533,933.967,934.933,935.967,938.4,"	-1
0	2	incorrect	4	1003-2 CTE FU	"1,-1,"	"925.1,"	-1
0	3	incorrect	4	1003-2 CTE FU	"4,-1,"	"924.567,927.9,928.067,936.367,"	-1
1	4	correct	4	1003-2 CTE FU	"5,-1,"	"930.533,932.833,934.4,935.467,939.033,"	18.7667
0	5	incorrect	4	1003-2 CTE FU	"3,-1,"	"925.567,929.433,929.667,"	-1
0	6	incorrect	4	1003-2 CTE FU	"6,-1,"	"925.8,927.633,928.4,937.167,938.667,939.967,"	-1
0	7	incorrect	4	1003-2 CTE FU	"3,-1,"	"922.7,926.3,930.067,"	-1
0	1	MasterImage	5	1003-2 CTE FU	"7,-1,"	"943.033,947.467,949.967,950.267,954.7,957.567,958.967,"	-1
0	2	incorrect	5	1003-2 CTE FU	"2,-1,"	"945.1,960.867,"	-1
0	3	incorrect	5	1003-2 CTE FU	"6,-1,"	"944.4,946.467,948.533,952.1,957.733,960.033,"	-1
0	4	incorrect	5	1003-2 CTE FU	"2,-1,"	"948.967,956.033,"	-1
1	5	correct	5	1003-2 CTE FU	"7,-1,"	"945.767,952.833,953.867,960.233,960.4,961.6,962.167,"	21.9
0	6	incorrect	5	1003-2 CTE FU	"8,-1,"	"942.5,942.8,946.2,951.067,951.333,957.933,959.4,962.4,"	-1
0	7	incorrect	5	1003-2 CTE FU	"2,-1,"	"949.533,956.7,"	-1
0	1	MasterImage	6	1003-2 CTE FU	"9,-1,"	"965.967,968.7,970.367,972.033,973.333,974.533,974.767,976.167,976.8,"	-1
1	2	correct	6	1003-2 CTE FU	"9,-1,"	"967.633,969.533,970.8,972.533,973.833,974.033,975.3,975.7,977.067,"	13.7333
0	3	incorrect	6	1003-2 CTE FU	"3,-1,"	"967.367,972.967,973.133,"	-1
0	4	incorrect	6	1003-2 CTE FU	"-1,-1,"	-1	-1
0	5	incorrect	6	1003-2 CTE FU	"6,-1,"	"968.033,969.1,969.3,971.167,977.5,977.667,"	-1
0	6	incorrect	6	1003-2 CTE FU	"1,-1,"	"965.4,"	-1
0	7	incorrect	6	1003-2 CTE FU	"-1,-1,"	-1	-1
0	1	MasterImage	7	1003-2 CTE FU	"7,-1,"	"980.667,981.767,982.367,988.067,991.167,993.6,994.467,"	-1
0	2	incorrect	7	1003-2 CTE FU	"2,-1,"	"989,990.367,"	-1
1	3	correct	7	1003-2 CTE FU	"6,-1,"	"985.3,987.133,988.7,991.7,993.967,996.567,"	18.8
0	4	incorrect	7	1003-2 CTE FU	"3,-1,"	"982.7,983.8,984.2,"	-1
0	5	incorrect	7	1003-2 CTE FU	"4,-1,"	"980.133,992.333,997.367,997.533,"	-1
0	6	incorrect	7	1003-2 CTE FU	"1,-1,"	"994.867,"	-1
0	7	incorrect	7	1003-2 CTE FU	"1,-1,"	"996.033,"	-1
0	1	MasterImage	8	1003-2 CTE FU	"6,3,-1,"	"1000.57,1001.63,1004.73,1006.43,1008.77,1011.87,1018.8,1019.27,1020.87,"	-1
0	2	incorrect	8	1003-2 CTE FU	"1,-1,-1,"	"1008.13,"	-1
0	3	incorrect	8	1003-2 CTE FU	"4,1,-1,"	"1000.4,1003.23,1005.6,1007.3,1018.4,"	-1
0	4	incorrect	8	1003-2 CTE FU	"-1,3,-1,"	"1016.67,1017.17,1018.13,"	-1
0	5	incorrect	8	1003-2 CTE FU	"2,-1,-1,"	"999.933,1009.53,"	-1
1	6	incorrect	8	1003-2 CTE FU	"5,2,-1,"	"1010.07,1010.3,1010.57,1012.57,1013.73,1021.27,1021.77,"	16.1334
2	7	correct	8	1003-2 CTE FU	"1,4,-1,"	"1014.03,1016.97,1017.57,1019.5,1022.3,"	-1
0	1	MasterImage	9	1003-2 CTE FU	"11,-1,"	"1025.37,1025.53,1026.1,1026.43,1026.73,1029.1,1029.27,1029.53,1032.2,1033.17,1036.33,"	-1
0	2	incorrect	9	1003-2 CTE FU	"3,-1,"	"1028.23,1031,1031.33,"	-1
0	3	incorrect	9	1003-2 CTE FU	"2,2,"	"1027.73,1028.03,1041.07,1041.37,"	-1
0	4	incorrect	9	1003-2 CTE FU	"1,-1,"	"1027.17,"	-1
1	5	correct	9	1003-2 CTE FU	"10,-1,"	"1028.6,1030.67,1031.53,1033.9,1034.13,1035,1035.23,1035.93,1037.1,1038.1,"	15.8
0	6	incorrect	9	1003-2 CTE FU	"3,-1,"	"1029.9,1038.6,1038.77,"	-1
0	7	incorrect	9	1003-2 CTE FU	"3,-1,"	"1024.83,1025.17,1027.47,"	-1
0	1	MasterImage	10	1003-2 CTE FU	"15,4,6,-1,"	"1041.97,1043.8,1044.87,1045.4,1046.9,1047.23,1047.7,1048,1048.87,1051.7,1053.2,1055.43,1055.93,1056.5,1058.17,1062.23,1065.6,1065.83,1066.33,1072.57,1072.87,1074.77,1077.97,1078.2,1079.83,"	-1
3	2	correct	10	1003-2 CTE FU	"5,-1,8,-1,"	"1042.87,1043.03,1043.4,1044.23,1044.6,1076.3,1076.7,1077.3,1077.53,1079,1079.3,1080.73,1081.17,"	-1
1	3	incorrect	10	1003-2 CTE FU	"10,5,2,-1,"	"1041.63,1053.73,1054.43,1054.8,1054.97,1056.13,1057.07,1057.37,1057.63,1057.83,1060.83,1061,1061.27,1061.87,1062.6,1072.1,1075.83,"	18.5334
0	4	incorrect	10	1003-2 CTE FU	"6,-1,-1,-1,"	"1048.33,1048.57,1049.63,1050.4,1052.43,1052.63,"	-1
0	5	incorrect	10	1003-2 CTE FU	"1,-1,4,1,"	"1058.67,1073.67,1074.23,1081.53,1081.7,1084,"	-1
2	6	incorrect	10	1003-2 CTE FU	"-1,11,3,-1,"	"1061.67,1062.9,1063.2,1063.87,1064.37,1064.73,1065.23,1067.03,1067.93,1068.13,1068.37,1071.9,1073.37,1075.47,"	-1
0	7	incorrect	10	1003-2 CTE FU	"-1,1,3,-1,"	"1068.57,1070.83,1071.03,1071.63,"	-1
0	1	MasterImage	11	1003-2 CTE FU	"24,4,4,-1,"	"1086.57,1087.17,1088.13,1089.03,1089.77,1090.4,1090.9,1092.77,1094.37,1094.6,1095.53,1096.27,1097.57,1099.1,1102.17,1102.43,1103.57,1110.33,1110.93,1111.67,1114.43,1117.4,1118.9,1119.07,1126.33,1129.13,1130.23,1137.97,1145.93,1146.5,1147.23,1147.63,"	-1
0	2	incorrect	11	1003-2 CTE FU	"7,-1,-1,-1,"	"1096.57,1098.3,1113,1114.67,1116.53,1116.77,1116.97,"	-1
0	3	incorrect	11	1003-2 CTE FU	"10,5,1,1,"	"1084.7,1084.87,1087.67,1089.97,1090.2,1091.17,1093.37,1099.83,1108.73,1117.6,1125.77,1127.1,1127.77,1128.7,1129.53,1144.67,1151.17,"	-1
0	4	incorrect	11	1003-2 CTE FU	"3,4,-1,-1,"	"1091.5,1101.07,1105.43,1130.8,1134.03,1135.53,1138.87,"	-1
1	5	incorrect	11	1003-2 CTE FU	"8,-1,-1,-1,"	"1096.77,1098.13,1108.03,1117.83,1118.2,1119.83,1121.1,1122.57,"	40.7334
3	6	correct	11	1003-2 CTE FU	"5,-1,6,-1,"	"1093.87,1100.33,1107.2,1123.23,1123.53,1143,1144.17,1144.37,1146.73,1147.87,1148.33,"	-1
2	7	incorrect	11	1003-2 CTE FU	"5,4,4,-1,"	"1100.57,1100.73,1101.67,1103.03,1106.63,1136.3,1137.2,1138.7,1139.1,1141.07,1142,1142.37,1148.5,"	-1
0	1	MasterImage	12	1003-2 CTE FU	"13,-1,"	"1151.73,1152.03,1153.67,1154.87,1155.97,1159.13,1159.33,1162.63,1162.83,1164.67,1165.1,1168.9,1171.3,"	-1
0	2	incorrect	12	1003-2 CTE FU	"6,-1,"	"1156.87,1161,1161.17,1163.1,1170.47,1170.67,"	-1
1	3	correct	12	1003-2 CTE FU	"10,-1,"	"1151.5,1156.43,1159.73,1160.47,1163.53,1164.03,1167.43,1168,1171.87,1172.07,"	23.2667
0	4	incorrect	12	1003-2 CTE FU	"6,-1,"	"1152.5,1152.7,1154.1,1154.57,1155.5,1157.9,"	-1
0	5	incorrect	12	1003-2 CTE FU	"3,-1,"	"1161.43,1161.83,1172.57,"	-1
0	6	incorrect	12	1003-2 CTE FU	"7,1,"	"1157.4,1160.07,1162.1,1162.3,1166,1169.8,1172.4,1175.27,"	-1
0	7	incorrect	12	1003-2 CTE FU	"3,-1,"	"1157.6,1158.3,1158.73,"	-1
0	1	MasterImage	13	1003-2 CTE FU	"7,-1,"	"1176.63,1180.93,1183.37,1185.27,1186.7,1187.83,1192,"	-1
0	2	incorrect	13	1003-2 CTE FU	"1,-1,"	"1178.63,"	-1
0	3	incorrect	13	1003-2 CTE FU	"6,-1,"	"1176.4,1178.13,1179.03,1181.53,1182.43,1184.1,"	-1
0	4	incorrect	13	1003-2 CTE FU	"5,-1,"	"1179.27,1182.93,1184.6,1185.77,1187.37,"	-1
0	5	incorrect	13	1003-2 CTE FU	"3,-1,"	"1175.8,1180.37,1189.03,"	-1
0	6	incorrect	13	1003-2 CTE FU	"3,-1,"	"1176.13,1180,1181.77,"	-1
1	7	correct	13	1003-2 CTE FU	"6,1,"	"1179.67,1188.2,1189.7,1192.53,1192.73,1192.9,1195.27,"	18.8333
0	1	MasterImage	14	1003-2 CTE FU	"3,-1,-1,-1,"	"1198.6,1200.93,1204.57,"	-1
1	2	incorrect	14	1003-2 CTE FU	"4,-1,-1,-1,"	"1209.93,1212.4,1213.43,1214.63,"	21.3334
0	3	incorrect	14	1003-2 CTE FU	"3,-1,1,-1,"	"1195.67,1201.8,1202.67,1221.87,"	-1
3	4	correct	14	1003-2 CTE FU	"3,-1,3,-1,"	"1197.27,1199.3,1201.37,1222.17,1223.17,1224.57,"	-1
2	5	incorrect	14	1003-2 CTE FU	"5,2,-1,-1,"	"1208,1209.3,1211.7,1213.07,1215.27,1217.3,1218.43,"	-1
0	6	incorrect	14	1003-2 CTE FU	"7,1,2,-1,"	"1195.47,1202.17,1203.4,1203.6,1203.83,1205.57,1207.67,1218.8,1221.63,1225.17,"	-1
0	7	incorrect	14	1003-2 CTE FU	"2,-1,1,-1,"	"1199.83,1200.4,1224.8,"	-1
0	1	MasterImage	15	1003-2 CTE FU	"18,3,-1,"	"1228.83,1231,1231.43,1232.5,1232.97,1233.97,1235.67,1239.27,1241.33,1241.57,1242.1,1243.07,1243.5,1245.03,1248.17,1251.1,1254.27,1256.87,1262.33,1265.7,1267.43,"	-1
0	2	incorrect	15	1003-2 CTE FU	"7,-1,-1,"	"1230.27,1230.43,1231.83,1233.23,1233.63,1235.03,1235.2,"	-1
0	3	incorrect	15	1003-2 CTE FU	"9,3,-1,"	"1238.43,1239.83,1242.4,1244.53,1246.43,1247.03,1247.83,1254.07,1257.67,1260.77,1261.03,1261.67,"	-1
0	4	incorrect	15	1003-2 CTE FU	"8,-1,-1,"	"1238,1249.17,1252.27,1252.73,1253.03,1253.23,1253.5,1254.6,"	-1
2	5	correct	15	1003-2 CTE FU	"2,10,-1,"	"1236.53,1240.9,1263.37,1263.63,1264,1265.03,1265.3,1266.5,1267.07,1267.9,1268.27,1268.53,"	-1
1	6	incorrect	15	1003-2 CTE FU	"12,5,-1,"	"1228.13,1237.17,1237.4,1240.03,1242.63,1243.77,1245.97,1247.37,1248.8,1256.23,1256.53,1257.23,1261.83,1262.73,1263.17,1268.77,1269.07,"	32.0334
0	7	incorrect	15	1003-2 CTE FU	"5,-1,-1,"	"1237.67,1240.47,1255.07,1255.37,1258.17,"	-1
0	1	MasterImage	16	1003-2 CTE FU	"20,-1,"	"1272.1,1272.47,1273.87,1274.17,1276.1,1276.33,1278.37,1278.63,1279.87,1286.07,1289.73,1290.17,1290.53,1291.1,1292,1292.87,1294.23,1296.6,1298.13,1300.5,"	-1
1	2	correct	16	1003-2 CTE FU	"12,-1,"	"1273.5,1276.77,1280.67,1282.97,1283.13,1291.47,1292.4,1293.33,1293.7,1294.83,1297.4,1300.9,"	31.6667
0	3	incorrect	16	1003-2 CTE FU	"7,-1,"	"1271.83,1273.2,1274.43,1277.37,1279.3,1289.23,1295.17,"	-1
0	4	incorrect	16	1003-2 CTE FU	"10,-1,"	"1272.77,1272.97,1277,1277.17,1283.8,1284.3,1285.77,1295.43,1296.07,1296.33,"	-1
0	5	incorrect	16	1003-2 CTE FU	"6,1,"	"1275.1,1276.6,1281.77,1298.43,1298.6,1301.77,1303.9,"	-1
0	6	incorrect	16	1003-2 CTE FU	"5,-1,"	"1271.63,1274.77,1277.93,1279.13,1298.8,"	-1
0	7	incorrect	16	1003-2 CTE FU	"12,-1,"	"1275.37,1275.57,1275.87,1282.27,1283.6,1284.77,1285.07,1285.33,1285.5,1299.07,1299.67,1299.93,"	-1
0	1	MasterImage	17	1003-2 CTE FU	"9,-1,"	"1305.93,1307.57,1307.93,1308.77,1309.93,1315.07,1316.57,1316.87,1318.13,"	-1
0	2	incorrect	17	1003-2 CTE FU	"1,-1,"	"1310.37,"	-1
0	3	incorrect	17	1003-2 CTE FU	"4,-1,"	"1304.67,1307.27,1309.27,1318.7,"	-1
0	4	incorrect	17	1003-2 CTE FU	"3,-1,"	"1307,1308.33,1317.6,"	-1
0	5	incorrect	17	1003-2 CTE FU	"2,-1,"	"1304.33,1310.73,"	-1
1	6	correct	17	1003-2 CTE FU	"10,-1,"	"1312.1,1312.3,1313.6,1314,1314.33,1315.4,1315.73,1316,1318.4,1318.97,"	16.8
0	7	incorrect	17	1003-2 CTE FU	"3,-1,"	"1317.13,1317.43,1319.2,"	-1
0	1	MasterImage	18	1003-2 CTE FU	"12,-1,"	"1322.97,1325.77,1326,1327.13,1330.33,1330.53,1331.7,1334.17,1334.6,1336.03,1338.13,1341,"	-1
