SelectionOrderAtt	ImId	correctVariant(s)	Slide_Num	Subject	FixationFrequencyPerChoiceInterval	FixationStart	TimeToFirstSelectionAtt
0	6	incorrect	9	01-053-P	"4,-1,"	"1054.53,1055.9,1058.9,1060,"	-1
0	7	incorrect	9	01-053-P	"2,-1,"	"1055.03,1055.6,"	-1
0	1	MasterImage	10	01-053-P	"24,-1,"	"1063.13,1063.37,1063.7,1064.47,1065.37,1066.9,1069.6,1070.17,1071.03,1072.53,1072.8,1074.03,1076.7,1076.9,1086.07,1088,1088.47,1088.83,1090.87,1091.1,1092.97,1093.2,1094.23,1095.77,"	-1
1	2	correct	10	01-053-P	"17,-1,"	"1066.07,1069.2,1070.4,1080.6,1080.93,1081.27,1082.17,1082.37,1083.37,1085.1,1085.3,1087.4,1087.57,1089.1,1090.57,1095.33,1096.5,"	35.7333
0	3	incorrect	10	01-053-P	"7,-1,"	"1062.97,1063.97,1064.27,1065,1081.63,1082.6,1083.07,"	-1
0	4	incorrect	10	01-053-P	"17,-1,"	"1067.33,1071.4,1071.67,1072.13,1073.2,1074.7,1075.97,1076.3,1077.43,1086.67,1091.3,1091.57,1091.8,1093.4,1093.6,1093.83,1094.6,"	-1
0	5	incorrect	10	01-053-P	"9,-1,"	"1068.27,1079.07,1079.77,1080.33,1084.3,1084.47,1084.8,1085.77,1097.03,"	-1
0	6	incorrect	10	01-053-P	"8,-1,"	"1067.97,1077.9,1078.3,1086.93,1089.63,1094.93,1096.13,1096.3,"	-1
0	7	incorrect	10	01-053-P	"4,-1,"	"1067.7,1074.97,1075.33,1077.23,"	-1
0	1	MasterImage	11	01-053-P	"20,-1,-1,"	"1100.53,1100.83,1101.13,1101.37,1106.23,1108.33,1109.47,1111.33,1113.93,1114.4,1118.47,1122.13,1123.4,1125.2,1128.27,1129.7,1129.9,1133.53,1137.27,1138.9,"	-1
0	2	incorrect	11	01-053-P	"3,-1,-1,"	"1107.5,1108.9,1109.17,"	-1
0	3	incorrect	11	01-053-P	"13,1,-1,"	"1109.9,1110.93,1111.77,1113.13,1115.67,1121.5,1122.6,1124.93,1129.07,1130.17,1134.43,1136.3,1140.43,1143.5,"	-1
0	4	incorrect	11	01-053-P	"12,-1,-1,"	"1112.13,1112.43,1112.8,1115.27,1116.47,1116.67,1116.9,1118.83,1120.17,1120.33,1121.2,1124.07,"	-1
0	5	incorrect	11	01-053-P	"4,-1,-1,"	"1099.7,1100.17,1126.8,1128.07,"	-1
2	6	correct	11	01-053-P	"8,2,1,"	"1119.63,1128.87,1131.63,1132.63,1132.83,1133.27,1133.97,1137.9,1143.3,1143.7,1146.37,"	-1
1	7	incorrect	11	01-053-P	"19,3,-1,"	"1117.1,1117.7,1119.33,1124.23,1125.9,1126.27,1129.3,1130.57,1130.73,1130.93,1132.2,1135.57,1135.73,1138.27,1139.5,1139.7,1140.2,1140.83,1141.23,1142.9,1143.07,1144.17,"	42.7
0	1	MasterImage	12	01-053-P	"25,-1,"	"1147.27,1147.5,1148,1148.37,1149,1149.3,1150.37,1150.97,1151.3,1152.77,1158.57,1158.97,1160.13,1161.53,1163.27,1165.03,1165.23,1169.1,1170.3,1183.5,1185.9,1186.13,1189.43,1190.03,1191.47,"	-1
0	2	incorrect	12	01-053-P	"20,-1,"	"1149.77,1152.33,1152.53,1153.23,1154.7,1156.53,1171.8,1172.57,1173.8,1174.9,1176.33,1179.4,1180.9,1181.23,1181.5,1181.73,1186.73,1186.97,1188.37,1192.2,"	-1
1	3	correct	12	01-053-P	"24,1,"	"1151.53,1151.77,1155.2,1155.63,1157.03,1158.03,1159.4,1166.23,1169.33,1171.4,1172.33,1177.67,1178.67,1179.97,1180.27,1180.63,1182.43,1183.07,1184.63,1186.33,1187.4,1191.1,1191.87,1192.83,1196.17,"	48.7667
0	4	incorrect	12	01-053-P	"19,-1,"	"1160.6,1160.83,1161.03,1162.27,1162.83,1163.9,1164.17,1165.6,1166,1167.03,1167.57,1168.43,1178,1178.4,1185.17,1185.67,1187.8,1188.93,1190.53,"	-1
0	5	incorrect	12	01-053-P	"11,-1,"	"1153.4,1153.57,1154.2,1170.9,1172.97,1173.3,1174.37,1175.73,1176.07,1177.27,1193.83,"	-1
0	6	incorrect	12	01-053-P	"4,-1,"	"1146.73,1169.63,1170,1170.7,"	-1
0	7	incorrect	12	01-053-P	"3,-1,"	"1167.8,1168.07,1171.13,"	-1
0	1	MasterImage	13	01-053-P	"10,-1,"	"1196.5,1197.17,1197.97,1199.07,1199.93,1201.67,1202.9,1204.57,1209.53,1210.6,"	-1
0	2	incorrect	13	01-053-P	"1,-1,"	"1199.33,"	-1
0	3	incorrect	13	01-053-P	"11,-1,"	"1197.47,1198.57,1200.27,1201.33,1202.67,1204.17,1204.9,1205.77,1206.63,1208.27,1210.2,"	-1
0	4	incorrect	13	01-053-P	"1,-1,"	"1200.73,"	-1
0	5	incorrect	13	01-053-P	"2,-1,"	"1205.1,1206.13,"	-1
0	6	incorrect	13	01-053-P	"3,-1,"	"1202,1202.33,1203.37,"	-1
1	7	correct	13	01-053-P	"5,-1,"	"1206.93,1207.53,1208.77,1210.97,1211.6,"	16.7333
0	1	MasterImage	14	01-053-P	"10,-1,"	"1216.23,1216.77,1218.1,1220.8,1221.23,1222.53,1225.67,1227.07,1228.53,1240.83,"	-1
0	2	incorrect	14	01-053-P	"12,-1,"	"1220.33,1224.93,1226.03,1229.1,1230,1235.47,1236.17,1236.43,1236.67,1238.03,1239.17,1240.53,"	-1
0	3	incorrect	14	01-053-P	"7,-1,"	"1216.57,1217.7,1218.7,1218.87,1219.03,1219.27,1219.97,"	-1
1	4	correct	14	01-053-P	"14,-1,"	"1221.6,1223.3,1223.73,1223.97,1227.37,1228.2,1231.77,1233.9,1234.1,1237.43,1238.47,1239.97,1241.27,1241.47,"	29.7
0	5	incorrect	14	01-053-P	"3,-1,"	"1229.33,1229.53,1229.77,"	-1
0	6	incorrect	14	01-053-P	"6,-1,"	"1215.13,1230.63,1230.83,1232.1,1235.03,1241.93,"	-1
0	7	incorrect	14	01-053-P	"5,-1,"	"1214.27,1215.63,1227.67,1231.13,1231.43,"	-1
0	1	MasterImage	15	01-053-P	"12,10,1,"	"1245.57,1246.4,1247.13,1247.57,1248.9,1249.93,1251.73,1253.03,1255.03,1255.2,1255.6,1257.5,1262.47,1264.03,1264.2,1265.27,1265.93,1267.1,1268.87,1270.63,1271,1271.93,1276.47,"	-1
0	2	incorrect	15	01-053-P	"4,-1,-1,"	"1247.83,1249.33,1249.7,1252.47,"	-1
0	3	incorrect	15	01-053-P	"4,-1,-1,"	"1245.33,1250.37,1251.3,1253.57,"	-1
0	4	incorrect	15	01-053-P	"1,2,-1,"	"1253.33,1262.03,1273.1,"	-1
2	5	correct	15	01-053-P	"-1,7,-1,"	"1267.5,1268,1268.43,1269.47,1269.83,1271.57,1273.5,"	-1
1	6	incorrect	15	01-053-P	"7,5,-1,"	"1244.97,1254.2,1254.53,1256.07,1256.87,1257.03,1258.03,1265.53,1266.47,1270.27,1272.63,1273.8,"	16.4
0	7	incorrect	15	01-053-P	"1,6,-1,"	"1258.97,1261.83,1262.23,1263.17,1263.33,1263.63,1264.73,"	-1
0	1	MasterImage	16	01-053-P	"16,1,"	"1276.73,1276.9,1277.27,1278,1278.23,1279.03,1279.73,1280.77,1280.97,1281.77,1282.8,1283.9,1285.27,1287.43,1289.4,1290.27,1294.1,"	-1
1	2	correct	16	01-053-P	"8,-1,"	"1277.57,1278.6,1282,1282.43,1286.9,1289.13,1291.07,1291.3,"	16.5667
0	3	incorrect	16	01-053-P	"3,-1,"	"1279.93,1280.2,1281.27,"	-1
0	4	incorrect	16	01-053-P	"4,-1,"	"1283.1,1284.43,1286.07,1286.3,"	-1
0	5	incorrect	16	01-053-P	"4,-1,"	"1287.77,1288.1,1288.37,1291.53,"	-1
0	6	incorrect	16	01-053-P	"3,-1,"	"1288.63,1288.83,1289.8,"	-1
0	7	incorrect	16	01-053-P	"1,-1,"	"1290.5,"	-1
0	1	MasterImage	17	01-053-P	"12,1,"	"1294.3,1295.97,1296.3,1297.03,1298.13,1299.23,1300.7,1301.13,1302.77,1303.2,1303.47,1304.23,1309.37,"	-1
0	2	incorrect	17	01-053-P	"2,-1,"	"1295.43,1296.53,"	-1
0	3	incorrect	17	01-053-P	"3,-1,"	"1297.43,1297.67,1305.83,"	-1
0	4	incorrect	17	01-053-P	"2,-1,"	"1298.5,1298.73,"	-1
0	5	incorrect	17	01-053-P	"1,-1,"	"1305.4,"	-1
1	6	correct	17	01-053-P	"3,-1,"	"1301.97,1303.67,1304.9,"	14.3667
0	7	incorrect	17	01-053-P	"4,-1,"	"1299.7,1301.4,1301.63,1306.43,"	-1
0	1	MasterImage	18	01-053-P	"24,1,"	"1309.67,1310.23,1310.47,1311.33,1312.5,1313.5,1313.83,1315.3,1316.43,1317.33,1317.5,1318.33,1318.57,1321.73,1323,1326.53,1329.67,1331.2,1331.43,1332.7,1334.63,1335.73,1338.67,1343.1,1346.87,"	-1
0	2	incorrect	18	01-053-P	"8,-1,"	"1310.93,1311.93,1320.4,1323.6,1325.03,1326.93,1337.2,1339.07,"	-1
0	3	incorrect	18	01-053-P	"4,-1,"	"1312.93,1314.07,1319.93,1321.47,"	-1
0	4	incorrect	18	01-053-P	"14,-1,"	"1314.37,1320.9,1322.57,1324.4,1327.2,1328.2,1333.57,1335.03,1336.47,1337.97,1339.4,1340.77,1341.8,1342.83,"	-1
0	5	incorrect	18	01-053-P	"5,-1,"	"1315.6,1316.93,1317.9,1319.17,1319.37,"	-1
0	6	incorrect	18	01-053-P	"2,-1,"	"1319.77,1325.43,"	-1
1	7	correct	18	01-053-P	"13,-1,"	"1327.5,1327.77,1328.53,1330.4,1332.17,1333.2,1340.27,1341.1,1341.37,1342.3,1343.9,1344.23,1344.5,"	36.5333
0	1	MasterImage	19	01-053-P	"11,-1,"	"1347.2,1347.6,1350.3,1351.97,1353.2,1358.9,1361.13,1361.3,1361.67,1364.37,1365.3,"	-1
0	2	incorrect	19	01-053-P	"2,-1,"	"1349.53,1351.3,"	-1
0	3	incorrect	19	01-053-P	"2,-1,"	"1352.5,1353.83,"	-1
1	4	correct	19	01-053-P	"7,-1,"	"1354.27,1356.6,1362.93,1363.63,1364.97,1365.9,1366.2,"	21.7
0	5	incorrect	19	01-053-P	"2,-1,"	"1358.1,1358.53,"	-1
0	6	incorrect	19	01-053-P	"7,-1,"	"1357.43,1357.83,1359.4,1362.03,1362.37,1366.57,1367.1,"	-1
0	7	incorrect	19	01-053-P	"3,-1,"	"1355.53,1363.3,1364.67,"	-1
0	1	MasterImage	20	01-053-P	"16,2,-1,"	"1370.97,1371.17,1372.97,1373.3,1374,1377.63,1378.73,1379.87,1381.3,1383.87,1385.7,1387.3,1389.2,1390.77,1394.43,1394.87,1401.57,1405.03,"	-1
2	2	correct	20	01-053-P	"10,3,-1,"	"1374.37,1376.07,1379.27,1382,1382.17,1384.23,1384.47,1385.27,1389.57,1391.47,1400.3,1402.2,1407.2,"	-1
0	3	incorrect	20	01-053-P	"6,2,-1,"	"1372.27,1373.6,1375.63,1377.2,1378.33,1380.43,1404.57,1406.8,"	-1
0	4	incorrect	20	01-053-P	"1,2,-1,"	"1382.8,1404.03,1406,"	-1
1	5	incorrect	20	01-053-P	"7,2,-1,"	"1384.77,1386.6,1387.9,1388.1,1388.93,1396.33,1397.43,1408.13,1408.33,"	29.5667
0	6	incorrect	20	01-053-P	"6,1,-1,"	"1369.93,1370.33,1370.53,1392.07,1393.97,1397.67,1403,"	-1
0	7	incorrect	20	01-053-P	"1,1,-1,"	"1393.1,1403.47,"	-1
0	1	MasterImage	21	01-053-P	"21,12,1,"	"1410.93,1412.33,1412.73,1413.67,1414.83,1415.13,1416.77,1418.13,1418.4,1419.8,1420,1421.77,1423.5,1424.77,1426.6,1427.57,1428.87,1429.03,1430,1430.4,1432.57,1437.07,1437.27,1437.6,1438.97,1439.13,1439.73,1440.37,1441.17,1441.67,1442.87,1443.63,1444.4,1449.4,"	-1
0	2	incorrect	21	01-053-P	"5,-1,-1,"	"1411.9,1413.1,1413.37,1414.47,1415.63,"	-1
1	3	incorrect	21	01-053-P	"15,6,-1,"	"1413.93,1415.4,1416.03,1417.8,1419.27,1420.3,1420.5,1421.57,1429.3,1429.53,1430.87,1431.57,1432.03,1433.2,1433.4,1436.43,1439.33,1439.53,1440.63,1440.93,1443.33,"	25.0667
0	4	incorrect	21	01-053-P	"5,1,-1,"	"1417.1,1417.53,1418.67,1425.4,1428.3,1445.57,"	-1
0	5	incorrect	21	01-053-P	"3,-1,-1,"	"1422.13,1422.5,1433.97,"	-1
2	6	correct	21	01-053-P	"5,9,-1,"	"1420.77,1421.3,1422.7,1423.23,1431.27,1436.7,1438.1,1438.47,1442.17,1443.97,1444.13,1444.87,1445.03,1446.13,"	-1
0	7	incorrect	21	01-053-P	"5,4,-1,"	"1423.93,1424.17,1425.6,1426.13,1428.13,1445.23,1446.57,1447.03,1447.33,"	-1
0	1	MasterImage	1	01-054-P OBI	"3,-1,1,-1,"	"869.8,870.5,870.7,880.933,"	-1
0	2	incorrect	1	01-054-P OBI	"-1,-1,1,-1,"	"880.533,"	-1
0	3	incorrect	1	01-054-P OBI	"2,-1,-1,-1,"	"869.4,870.3,"	-1
0	4	incorrect	1	01-054-P OBI	"-1,-1,-1,-1,"	-1	-1
1	5	incorrect	1	01-054-P OBI	"-1,-1,1,-1,"	"880.333,"	8.9
0	6	incorrect	1	01-054-P OBI	"3,2,2,-1,"	"871.133,871.3,876,879.367,879.6,879.967,882.233,"	-1
2	7	correct	1	01-054-P OBI	"3,-1,5,-1,"	"871.467,871.667,875.633,881.3,881.5,881.767,882.5,882.867,"	-1
0	1	MasterImage	2	01-054-P OBI	"14,4,2,3,5,1,"	"886.567,890.333,891,891.967,893.9,896.533,898.767,901.467,903.667,903.833,907.167,908.8,910.233,911.133,915.967,916.567,919.167,920.8,927.533,928.9,935.1,936.4,938.233,944.867,945.567,946.967,948.4,951.833,957.567,"	-1
0	2	incorrect	2	01-054-P OBI	"4,-1,-1,2,5,-1,"	"891.2,909.3,909.5,910.733,934.433,934.733,945.1,947.3,947.5,947.7,948.733,"	-1
5	3	correct	2	01-054-P OBI	"6,8,1,4,3,-1,"	"891.6,895.533,897.7,899.5,902.1,904.567,916.2,916.367,917.533,919.967,921.667,921.833,923.6,923.9,927.333,937.2,938.7,939.333,939.533,949.8,950.033,952.567,"	-1
1	4	incorrect	2	01-054-P OBI	"7,-1,-1,3,-1,-1,"	"889.567,902.9,905.8,911.5,911.667,912.333,912.5,936.633,937.7,937.967,"	29.5
3	5	incorrect	2	01-054-P OBI	"2,-1,1,1,4,-1,"	"911.9,913.167,929.433,935.967,946.633,949.033,949.4,955.5,"	-1
2	6	incorrect	2	01-054-P OBI	"3,3,2,3,1,-1,"	"900.767,913,913.367,922.833,924.2,924.367,931.7,931.867,937.5,938.867,940.267,946.333,"	-1
4	7	incorrect	2	01-054-P OBI	"3,1,2,4,-1,-1,"	"885.533,886.067,908,924.567,928.133,928.3,941.1,941.3,941.967,942.333,"	-1
0	1	MasterImage	3	01-054-P OBI	"13,-1,"	"958.233,959.633,959.933,961.5,964.667,965.933,967,968.367,970.633,972.533,975.3,977.833,978.3,"	-1
0	2	incorrect	3	01-054-P OBI	"2,-1,"	"959.233,968.833,"	-1
0	3	incorrect	3	01-054-P OBI	"5,-1,"	"957.833,964.3,965.033,966.5,967.433,"	-1
0	4	incorrect	3	01-054-P OBI	"2,-1,"	"964,978.5,"	-1
0	5	incorrect	3	01-054-P OBI	"3,-1,"	"969,969.167,971.533,"	-1
0	6	incorrect	3	01-054-P OBI	"4,-1,"	"958.933,967.6,972,972.2,"	-1
1	7	correct	3	01-054-P OBI	"8,-1,"	"973.033,973.267,974.733,975.967,976.2,976.467,977.2,978.8,"	22.6
0	1	MasterImage	4	01-054-P OBI	"8,-1,"	"981.733,983.433,984.467,985.9,986.533,988.167,988.533,991.133,"	-1
0	2	incorrect	4	01-054-P OBI	"3,-1,"	"992.233,992.9,993.1,"	-1
0	3	incorrect	4	01-054-P OBI	"4,-1,"	"981.367,981.533,982.833,984.033,"	-1
1	4	correct	4	01-054-P OBI	"10,-1,"	"984.9,985.7,987.467,989.067,989.4,990.467,991.733,993.467,993.633,993.9,"	14.8
0	5	incorrect	4	01-054-P OBI	"1,-1,"	"992.6,"	-1
0	6	incorrect	4	01-054-P OBI	"2,-1,"	"994.133,994.333,"	-1
0	7	incorrect	4	01-054-P OBI	"1,-1,"	"989.8,"	-1
0	1	MasterImage	5	01-054-P OBI	"25,-1,"	"997.267,997.633,999.533,1001.77,1003,1003.97,1004.3,1008.63,1010.4,1013.63,1015.2,1016,1018.07,1018.93,1019.17,1029.4,1029.63,1029.97,1032.2,1032.43,1041.27,1045.93,1048.07,1050.7,1051.73,"	-1
0	2	incorrect	5	01-054-P OBI	"5,-1,"	"1020.33,1020.53,1022,1026.67,1044.67,"	-1
0	3	incorrect	5	01-054-P OBI	"22,-1,"	"1006.8,1007.73,1009.53,1009.8,1011.17,1014.37,1014.8,1015.8,1016.27,1018.23,1018.47,1019.63,1021.4,1023.07,1025.77,1035.8,1042.87,1046.13,1046.33,1046.73,1049.57,1052.37,"	-1
0	4	incorrect	5	01-054-P OBI	"8,-1,"	"1000.27,1000.43,1002.3,1002.5,1003.47,1004.53,1004.87,1006.27,"	-1
1	5	correct	5	01-054-P OBI	"17,-1,"	"1027.03,1027.6,1027.97,1030.33,1033.4,1033.57,1034.27,1037.87,1038.03,1038.53,1038.83,1040.73,1043.77,1043.93,1048.8,1052.73,1053.17,"	59.8
0	6	incorrect	5	01-054-P OBI	"4,-1,"	"1016.83,1040.4,1045.03,1054.97,"	-1
0	7	incorrect	5	01-054-P OBI	"1,-1,"	"1039.67,"	-1
0	1	MasterImage	6	01-054-P OBI	"13,1,"	"1058.5,1058.73,1059.7,1060.13,1061.87,1066.3,1068.5,1071.73,1071.9,1073.13,1073.33,1074.93,1078.4,1082.7,"	-1
1	2	correct	6	01-054-P OBI	"18,-1,"	"1059.27,1065.07,1065.23,1066.1,1074.1,1074.4,1074.63,1075.47,1075.9,1076.4,1076.9,1077.13,1077.3,1078,1078.93,1079.3,1079.5,1080.1,"	23.9333
0	3	incorrect	6	01-054-P OBI	"7,-1,"	"1059.5,1061.33,1064.27,1064.73,1069.07,1073.5,1073.77,"	-1
0	4	incorrect	6	01-054-P OBI	"4,-1,"	"1069.4,1069.63,1070.9,1071.13,"	-1
0	5	incorrect	6	01-054-P OBI	"5,-1,"	"1058.03,1067,1067.17,1080.37,1080.57,"	-1
0	6	incorrect	6	01-054-P OBI	"3,-1,"	"1067.37,1068,1079.73,"	-1
0	7	incorrect	6	01-054-P OBI	"3,-1,"	"1072.27,1072.5,1072.8,"	-1
0	1	MasterImage	7	01-054-P OBI	"12,-1,"	"1082.93,1084.23,1087.47,1088,1088.7,1092.17,1093.4,1093.6,1093.77,1094.8,1097.53,1098.03,"	-1
0	2	incorrect	7	01-054-P OBI	"1,-1,"	"1091.43,"	-1
1	3	correct	7	01-054-P OBI	"11,1,"	"1086.4,1086.67,1086.87,1088.17,1089.77,1092.67,1094.13,1095.4,1095.83,1098.33,1098.5,1101.57,"	17.8334
0	4	incorrect	7	01-054-P OBI	"-1,-1,"	-1	-1
0	5	incorrect	7	01-054-P OBI	"1,-1,"	"1099.27,"	-1
0	6	incorrect	7	01-054-P OBI	"-1,-1,"	-1	-1
0	7	incorrect	7	01-054-P OBI	"-1,-1,"	-1	-1
0	1	MasterImage	8	01-054-P OBI	"5,-1,"	"1102.2,1106.27,1109.67,1109.87,1111.9,"	-1
0	2	incorrect	8	01-054-P OBI	"1,-1,"	"1109.27,"	-1
0	3	incorrect	8	01-054-P OBI	"5,-1,"	"1101.8,1106.83,1112.33,1112.5,1113.33,"	-1
0	4	incorrect	8	01-054-P OBI	"1,-1,"	"1113.1,"	-1
0	5	incorrect	8	01-054-P OBI	"1,-1,"	"1108.87,"	-1
0	6	incorrect	8	01-054-P OBI	"6,-1,"	"1107.37,1107.53,1107.8,1110.03,1110.23,1111.6,"	-1
1	7	correct	8	01-054-P OBI	"6,-1,"	"1110.5,1110.87,1112.8,1113.53,1113.77,1114.1,"	13.8
0	1	MasterImage	9	01-054-P OBI	"33,1,"	"1116.7,1116.93,1118.13,1118.77,1119.93,1120.2,1123.57,1127.2,1131.73,1133.23,1133.67,1133.83,1135.53,1137.57,1139.3,1139.47,1141.7,1141.9,1144.33,1144.6,1145.57,1147.93,1151.6,1152.53,1158.53,1166.63,1167.1,1167.37,1169.4,1172.47,1175.4,1175.57,1178.37,1182.53,"	-1
0	2	incorrect	9	01-054-P OBI	"29,-1,"	"1129.8,1130.07,1130.23,1130.7,1132.47,1132.7,1135.17,1135.33,1136.37,1137.33,1138.5,1141.27,1143.1,1143.97,1146.1,1146.27,1148.4,1148.97,1152.03,1155.17,1155.37,1160.77,1164.97,1165.13,1165.53,1165.93,1169.93,1171.07,1173.07,"	-1
0	3	incorrect	9	01-054-P OBI	"8,-1,"	"1119.4,1120.47,1120.8,1124.9,1125.67,1126.8,1134.03,1149.63,"	-1
0	4	incorrect	9	01-054-P OBI	"10,-1,"	"1149.8,1150.3,1150.53,1151.03,1174.03,1175.07,1175.93,1176.63,1176.8,1178.8,"	-1
1	5	correct	9	01-054-P OBI	"19,-1,"	"1127.6,1127.77,1128.2,1128.77,1128.93,1134.3,1134.67,1140.03,1146.83,1147.23,1160.97,1161.13,1162.93,1163.97,1166.1,1170.4,1171.8,1173.47,1179.07,"	65.0667
0	6	incorrect	9	01-054-P OBI	"7,-1,"	"1121.1,1121.53,1121.8,1123.13,1126.07,1179.73,1179.9,"	-1
0	7	incorrect	9	01-054-P OBI	"2,-1,"	"1168.37,1168.57,"	-1
0	1	MasterImage	10	01-054-P OBI	"47,-1,-1,"	"1182.77,1184.33,1184.77,1185.4,1187.77,1188.03,1189.07,1191.37,1191.53,1191.93,1193.2,1193.37,1193.87,1194.17,1197.33,1198.63,1198.8,1201.37,1202.73,1203.07,1206.3,1208.97,1214.7,1214.87,1216.77,1221.57,1225,1227.4,1227.8,1228.7,1229.6,1230.53,1231.67,1232.5,1234.23,1236.67,1238.47,1242.33,1244.6,1246.33,1248.3,1251.27,1260.1,1264.73,1267.9,1269.03,1270.43,"	-1
2	2	correct	10	01-054-P OBI	"32,-1,1,"	"1200.6,1206.07,1210.03,1210.33,1211.9,1212.8,1215.9,1218.5,1220.9,1221.1,1222.4,1222.87,1224.7,1235.27,1240.37,1241.87,1244.03,1249.8,1251.97,1252.47,1252.7,1255.73,1256.87,1257.9,1258.1,1258.43,1258.93,1261.77,1262.27,1263.4,1269.4,1270.13,1276.1,"	-1
1	3	incorrect	10	01-054-P OBI	"50,-1,-1,"	"1186.67,1187.57,1188.57,1189.6,1190.03,1195.17,1195.63,1195.87,1200.17,1204.73,1204.93,1207.9,1209.47,1215.2,1217.47,1217.63,1217.97,1223.37,1223.57,1225.5,1225.83,1226.33,1228.2,1229.17,1229.97,1230.13,1231.17,1232.1,1233.57,1234.9,1236.17,1237.6,1239.63,1241.27,1243.03,1245.2,1245.63,1247.43,1249,1250.77,1253.03,1253.23,1255.03,1257.23,1261.03,1266.3,1267.7,1268.53,1268.87,1269.8,"	89.6667
0	4	incorrect	10	01-054-P OBI	"7,-1,-1,"	"1199.73,1199.93,1203.43,1203.63,1213.4,1213.73,1214.17,"	-1
0	5	incorrect	10	01-054-P OBI	"5,1,-1,"	"1205.6,1205.8,1211.13,1213.03,1270.83,1272.9,"	-1
0	6	incorrect	10	01-054-P OBI	"9,-1,-1,"	"1190.6,1192.33,1192.53,1194.63,1196.2,1197.63,1205.2,1206.77,1209.7,"	-1
0	7	incorrect	10	01-054-P OBI	"5,-1,-1,"	"1197.87,1198.33,1199.4,1203.83,1204.5,"	-1
0	1	MasterImage	11	01-054-P OBI	"54,-1,"	"1276.67,1276.87,1277.03,1277.37,1278.6,1279.4,1280.37,1281.37,1282.73,1283.9,1284.83,1286.87,1287.17,1289.27,1291.03,1291.3,1293.57,1294.87,1297.1,1303.7,1304.2,1305.83,1306.03,1306.87,1308.43,1310.73,1310.93,1311.33,1314.9,1315.07,1318.97,1319.7,1322.4,1323.6,1324.77,1326.73,1329.8,1330,1332.37,1334.47,1335.13,1337.87,1338.03,1339.7,1343.47,1343.67,1343.87,1346.37,1348.13,1348.83,1351.33,1353.03,1356.53,1356.7,"	-1
0	2	incorrect	11	01-054-P OBI	"11,-1,"	"1276.3,1279.67,1282,1292.97,1299.8,1301.77,1313.23,1316.7,1317.37,1318.13,1322,"	-1
0	3	incorrect	11	01-054-P OBI	"17,1,"	"1283.03,1284.4,1287.4,1295.9,1306.5,1309.13,1313.93,1315.27,1319.37,1321.53,1322.73,1323.43,1324.27,1325.27,1330.93,1331.77,1355.13,1361.47,"	-1
0	4	incorrect	11	01-054-P OBI	"5,-1,"	"1285.23,1285.53,1287.77,1308.03,1321.27,"	-1
0	5	incorrect	11	01-054-P OBI	"13,-1,"	"1301,1302.93,1303.47,1312.7,1316.13,1316.3,1317.53,1320.13,1327.37,1327.53,1327.8,1341,1353.57,"	-1
1	6	correct	11	01-054-P OBI	"28,-1,"	"1289.77,1294.03,1296.1,1304.47,1305.17,1305.6,1309.57,1309.73,1312.23,1320.53,1325.83,1326.3,1328.2,1328.37,1331.3,1339,1340.2,1340.77,1341.67,1342.57,1344.6,1347.33,1350.37,1351.87,1353.97,1355.7,1357.33,1358.3,"	84.3333
0	7	incorrect	11	01-054-P OBI	"13,-1,"	"1288.23,1307.43,1310.03,1311.7,1315.63,1320.9,1333.1,1333.93,1337.07,1338.53,1354.37,1355.33,1358.6,"	-1
0	1	MasterImage	12	01-054-P OBI	"30,1,"	"1361.67,1362.17,1363.2,1366,1366.6,1367.9,1371.13,1372.37,1373.8,1374.1,1376.17,1392.67,1394.07,1403.43,1408.5,1416.7,1418.33,1418.5,1419.77,1420.07,1422.53,1422.7,1429.13,1430.13,1431.73,1434.33,1435.5,1436.63,1436.8,1437.83,1440.6,"	-1
0	2	incorrect	12	01-054-P OBI	"13,-1,"	"1365.6,1367.4,1369.9,1380.27,1380.63,1380.93,1382.47,1384.57,1386.93,1391.37,1394.37,1396.7,1398.43,"	-1
1	3	correct	12	01-054-P OBI	"38,-1,"	"1368.33,1374.67,1375.5,1377.57,1379.73,1385.8,1387.33,1389.33,1390.1,1392.93,1393.17,1393.4,1395.3,1397.67,1399.43,1400.17,1404.53,1407.17,1407.63,1409.2,1414.83,1415.3,1417.57,1419.03,1421.7,1423.17,1425.43,1425.63,1428,1428.2,1428.37,1428.93,1431.17,1432.27,1432.73,1434.93,1435.13,1437.23,"	78.2334
0	4	incorrect	12	01-054-P OBI	"6,-1,"	"1368.73,1372.67,1373.43,1375.03,1375.27,1376.67,"	-1
0	5	incorrect	12	01-054-P OBI	"18,-1,"	"1369.4,1382.97,1386.03,1386.3,1394.73,1396,1396.2,1399,1402.4,1405.4,1406.77,1423.47,1423.63,1427.6,1433,1433.5,1435.87,1438.17,"	-1
0	6	incorrect	12	01-054-P OBI	"4,-1,"	"1369.17,1378.17,1378.63,1391.87,"	-1
0	7	incorrect	12	01-054-P OBI	"2,-1,"	"1378.97,1379.2,"	-1
0	1	MasterImage	13	01-054-P OBI	"14,1,"	"1441.23,1442.5,1443.5,1443.67,1444.6,1449.97,1450.17,1451.97,1455.67,1457.43,1457.83,1459.43,1463,1463.23,1466.93,"	-1
0	2	incorrect	13	01-054-P OBI	"1,-1,"	"1446.6,"	-1
0	3	incorrect	13	01-054-P OBI	"4,-1,"	"1440.87,1443.17,1444.2,1447.3,"	-1
